guid,Category
ynat-v1_dev_00932,6
ynat-v1_dev_00933,4
ynat-v1_dev_00934,2
ynat-v1_dev_00935,2
ynat-v1_dev_00936,3
ynat-v1_dev_00937,0
ynat-v1_dev_00938,1
ynat-v1_dev_00939,2
ynat-v1_dev_00940,0
ynat-v1_dev_00941,1
ynat-v1_dev_00942,2
ynat-v1_dev_00943,1
ynat-v1_dev_00944,3
ynat-v1_dev_00945,0
ynat-v1_dev_00946,2
ynat-v1_dev_00947,5
ynat-v1_dev_00948,0
ynat-v1_dev_00949,1
ynat-v1_dev_00950,2
ynat-v1_dev_00951,3
ynat-v1_dev_00952,1
ynat-v1_dev_00953,2
ynat-v1_dev_00954,2
ynat-v1_dev_00955,1
ynat-v1_dev_00956,2
ynat-v1_dev_00957,4
ynat-v1_dev_00958,2
ynat-v1_dev_00959,2
ynat-v1_dev_00960,1
ynat-v1_dev_00961,3
ynat-v1_dev_00962,3
ynat-v1_dev_00963,3
ynat-v1_dev_00964,2
ynat-v1_dev_00965,2
ynat-v1_dev_00966,3
ynat-v1_dev_00967,0
ynat-v1_dev_00968,5
ynat-v1_dev_00969,4
ynat-v1_dev_00970,2
ynat-v1_dev_00971,1
ynat-v1_dev_00972,2
ynat-v1_dev_00973,3
ynat-v1_dev_00974,2
ynat-v1_dev_00975,5
ynat-v1_dev_00976,1
ynat-v1_dev_00977,2
ynat-v1_dev_00978,5
ynat-v1_dev_00979,5
ynat-v1_dev_00980,0
ynat-v1_dev_00981,0
ynat-v1_dev_00982,4
ynat-v1_dev_00983,6
ynat-v1_dev_00984,6
ynat-v1_dev_00985,2
ynat-v1_dev_00986,2
ynat-v1_dev_00987,4
ynat-v1_dev_00988,6
ynat-v1_dev_00989,2
ynat-v1_dev_00990,2
ynat-v1_dev_00991,2
ynat-v1_dev_00992,2
ynat-v1_dev_00993,2
ynat-v1_dev_00994,2
ynat-v1_dev_00995,1
ynat-v1_dev_00996,3
ynat-v1_dev_00997,5
ynat-v1_dev_00998,2
ynat-v1_dev_00999,1
ynat-v1_dev_01000,3
ynat-v1_dev_01001,2
ynat-v1_dev_01002,3
ynat-v1_dev_01003,1
ynat-v1_dev_01004,2
ynat-v1_dev_01005,4
ynat-v1_dev_01006,2
ynat-v1_dev_01007,2
ynat-v1_dev_01008,1
ynat-v1_dev_01009,2
ynat-v1_dev_01010,2
ynat-v1_dev_01011,2
ynat-v1_dev_01012,2
ynat-v1_dev_01013,0
ynat-v1_dev_01014,1
ynat-v1_dev_01015,2
ynat-v1_dev_01016,2
ynat-v1_dev_01017,2
ynat-v1_dev_01018,2
ynat-v1_dev_01019,2
ynat-v1_dev_01020,3
ynat-v1_dev_01021,2
ynat-v1_dev_01022,6
ynat-v1_dev_01023,2
ynat-v1_dev_01024,2
ynat-v1_dev_01025,5
ynat-v1_dev_01026,6
ynat-v1_dev_01027,4
ynat-v1_dev_01028,5
ynat-v1_dev_01029,1
ynat-v1_dev_01030,1
ynat-v1_dev_01031,0
ynat-v1_dev_01032,2
ynat-v1_dev_01033,2
ynat-v1_dev_01034,3
ynat-v1_dev_01035,4
ynat-v1_dev_01036,4
ynat-v1_dev_01037,5
ynat-v1_dev_01038,3
ynat-v1_dev_01039,6
ynat-v1_dev_01040,1
ynat-v1_dev_01041,5
ynat-v1_dev_01042,2
ynat-v1_dev_01043,1
ynat-v1_dev_01044,3
ynat-v1_dev_01045,3
ynat-v1_dev_01046,1
ynat-v1_dev_01047,2
ynat-v1_dev_01048,2
ynat-v1_dev_01049,2
ynat-v1_dev_01050,5
ynat-v1_dev_01051,2
ynat-v1_dev_01052,3
ynat-v1_dev_01053,6
ynat-v1_dev_01054,6
ynat-v1_dev_01055,5
ynat-v1_dev_01056,6
ynat-v1_dev_01057,1
ynat-v1_dev_01058,1
ynat-v1_dev_01059,2
ynat-v1_dev_01060,2
ynat-v1_dev_01061,0
ynat-v1_dev_01062,2
ynat-v1_dev_01063,3
ynat-v1_dev_01064,2
ynat-v1_dev_01065,2
ynat-v1_dev_01066,2
ynat-v1_dev_01067,2
ynat-v1_dev_01068,4
ynat-v1_dev_01069,4
ynat-v1_dev_01070,4
ynat-v1_dev_01071,3
ynat-v1_dev_01072,2
ynat-v1_dev_01073,3
ynat-v1_dev_01074,3
ynat-v1_dev_01075,1
ynat-v1_dev_01076,3
ynat-v1_dev_01077,4
ynat-v1_dev_01078,4
ynat-v1_dev_01079,3
ynat-v1_dev_01080,2
ynat-v1_dev_01081,2
ynat-v1_dev_01082,1
ynat-v1_dev_01083,2
ynat-v1_dev_01084,1
ynat-v1_dev_01085,2
ynat-v1_dev_01086,2
ynat-v1_dev_01087,3
ynat-v1_dev_01088,4
ynat-v1_dev_01089,0
ynat-v1_dev_01090,4
ynat-v1_dev_01091,5
ynat-v1_dev_01092,3
ynat-v1_dev_01093,0
ynat-v1_dev_01094,2
ynat-v1_dev_01095,3
ynat-v1_dev_01096,2
ynat-v1_dev_01097,1
ynat-v1_dev_01098,0
ynat-v1_dev_01099,2
ynat-v1_dev_01100,4
ynat-v1_dev_01101,1
ynat-v1_dev_01102,2
ynat-v1_dev_01103,3
ynat-v1_dev_01104,1
ynat-v1_dev_01105,1
ynat-v1_dev_01106,4
ynat-v1_dev_01107,1
ynat-v1_dev_01108,2
ynat-v1_dev_01109,2
ynat-v1_dev_01110,3
ynat-v1_dev_01111,2
ynat-v1_dev_01112,3
ynat-v1_dev_01113,2
ynat-v1_dev_01114,3
ynat-v1_dev_01115,5
ynat-v1_dev_01116,4
ynat-v1_dev_01117,2
ynat-v1_dev_01118,3
ynat-v1_dev_01119,2
ynat-v1_dev_01120,2
ynat-v1_dev_01121,1
ynat-v1_dev_01122,5
ynat-v1_dev_01123,3
ynat-v1_dev_01124,4
ynat-v1_dev_01125,2
ynat-v1_dev_01126,3
ynat-v1_dev_01127,2
ynat-v1_dev_01128,0
ynat-v1_dev_01129,1
ynat-v1_dev_01130,2
ynat-v1_dev_01131,4
ynat-v1_dev_01132,3
ynat-v1_dev_01133,2
ynat-v1_dev_01134,2
ynat-v1_dev_01135,3
ynat-v1_dev_01136,2
ynat-v1_dev_01137,2
ynat-v1_dev_01138,5
ynat-v1_dev_01139,1
ynat-v1_dev_01140,4
ynat-v1_dev_01141,4
ynat-v1_dev_01142,6
ynat-v1_dev_01143,5
ynat-v1_dev_01144,3
ynat-v1_dev_01145,1
ynat-v1_dev_01146,4
ynat-v1_dev_01147,6
ynat-v1_dev_01148,3
ynat-v1_dev_01149,1
ynat-v1_dev_01150,0
ynat-v1_dev_01151,2
ynat-v1_dev_01152,1
ynat-v1_dev_01153,1
ynat-v1_dev_01154,2
ynat-v1_dev_01155,1
ynat-v1_dev_01156,0
ynat-v1_dev_01157,3
ynat-v1_dev_01158,3
ynat-v1_dev_01159,4
ynat-v1_dev_01160,2
ynat-v1_dev_01161,2
ynat-v1_dev_01162,2
ynat-v1_dev_01163,2
ynat-v1_dev_01164,3
ynat-v1_dev_01165,2
ynat-v1_dev_01166,2
ynat-v1_dev_01167,2
ynat-v1_dev_01168,2
ynat-v1_dev_01169,1
ynat-v1_dev_01170,1
ynat-v1_dev_01171,3
ynat-v1_dev_01172,1
ynat-v1_dev_01173,1
ynat-v1_dev_01174,4
ynat-v1_dev_01175,4
ynat-v1_dev_01176,1
ynat-v1_dev_01177,2
ynat-v1_dev_01178,1
ynat-v1_dev_01179,1
ynat-v1_dev_01180,2
ynat-v1_dev_01181,2
ynat-v1_dev_01182,5
ynat-v1_dev_01183,4
ynat-v1_dev_01184,4
ynat-v1_dev_01185,2
ynat-v1_dev_01186,3
ynat-v1_dev_01187,6
ynat-v1_dev_01188,2
ynat-v1_dev_01189,2
ynat-v1_dev_01190,1
ynat-v1_dev_01191,3
ynat-v1_dev_01192,2
ynat-v1_dev_01193,2
ynat-v1_dev_01194,1
ynat-v1_dev_01195,2
ynat-v1_dev_01196,6
ynat-v1_dev_01197,2
ynat-v1_dev_01198,0
ynat-v1_dev_01199,2
ynat-v1_dev_01200,2
ynat-v1_dev_01201,0
ynat-v1_dev_01202,4
ynat-v1_dev_01203,4
ynat-v1_dev_01204,2
ynat-v1_dev_01205,2
ynat-v1_dev_01206,5
ynat-v1_dev_01207,0
ynat-v1_dev_01208,2
ynat-v1_dev_01209,2
ynat-v1_dev_01210,6
ynat-v1_dev_01211,6
ynat-v1_dev_01212,3
ynat-v1_dev_01213,3
ynat-v1_dev_01214,6
ynat-v1_dev_01215,2
ynat-v1_dev_01216,0
ynat-v1_dev_01217,2
ynat-v1_dev_01218,1
ynat-v1_dev_01219,1
ynat-v1_dev_01220,2
ynat-v1_dev_01221,2
ynat-v1_dev_01222,2
ynat-v1_dev_01223,3
ynat-v1_dev_01224,3
ynat-v1_dev_01225,2
ynat-v1_dev_01226,1
ynat-v1_dev_01227,1
ynat-v1_dev_01228,2
ynat-v1_dev_01229,6
ynat-v1_dev_01230,2
ynat-v1_dev_01231,6
ynat-v1_dev_01232,1
ynat-v1_dev_01233,3
ynat-v1_dev_01234,3
ynat-v1_dev_01235,3
ynat-v1_dev_01236,3
ynat-v1_dev_01237,4
ynat-v1_dev_01238,2
ynat-v1_dev_01239,4
ynat-v1_dev_01240,3
ynat-v1_dev_01241,2
ynat-v1_dev_01242,6
ynat-v1_dev_01243,2
ynat-v1_dev_01244,2
ynat-v1_dev_01245,1
ynat-v1_dev_01246,6
ynat-v1_dev_01247,2
ynat-v1_dev_01248,4
ynat-v1_dev_01249,2
ynat-v1_dev_01250,2
ynat-v1_dev_01251,2
ynat-v1_dev_01252,0
ynat-v1_dev_01253,2
ynat-v1_dev_01254,3
ynat-v1_dev_01255,2
ynat-v1_dev_01256,3
ynat-v1_dev_01257,0
ynat-v1_dev_01258,6
ynat-v1_dev_01259,2
ynat-v1_dev_01260,2
ynat-v1_dev_01261,5
ynat-v1_dev_01262,3
ynat-v1_dev_01263,2
ynat-v1_dev_01264,2
ynat-v1_dev_01265,1
ynat-v1_dev_01266,2
ynat-v1_dev_01267,0
ynat-v1_dev_01268,2
ynat-v1_dev_01269,2
ynat-v1_dev_01270,2
ynat-v1_dev_01271,2
ynat-v1_dev_01272,2
ynat-v1_dev_01273,3
ynat-v1_dev_01274,2
ynat-v1_dev_01275,0
ynat-v1_dev_01276,2
ynat-v1_dev_01277,2
ynat-v1_dev_01278,2
ynat-v1_dev_01279,2
ynat-v1_dev_01280,2
ynat-v1_dev_01281,3
ynat-v1_dev_01282,1
ynat-v1_dev_01283,5
ynat-v1_dev_01284,1
ynat-v1_dev_01285,3
ynat-v1_dev_01286,2
ynat-v1_dev_01287,5
ynat-v1_dev_01288,4
ynat-v1_dev_01289,0
ynat-v1_dev_01290,3
ynat-v1_dev_01291,5
ynat-v1_dev_01292,2
ynat-v1_dev_01293,2
ynat-v1_dev_01294,4
ynat-v1_dev_01295,6
ynat-v1_dev_01296,3
ynat-v1_dev_01297,3
ynat-v1_dev_01298,5
ynat-v1_dev_01299,2
ynat-v1_dev_01300,1
ynat-v1_dev_01301,2
ynat-v1_dev_01302,2
ynat-v1_dev_01303,2
ynat-v1_dev_01304,3
ynat-v1_dev_01305,2
ynat-v1_dev_01306,4
ynat-v1_dev_01307,6
ynat-v1_dev_01308,2
ynat-v1_dev_01309,1
ynat-v1_dev_01310,2
ynat-v1_dev_01311,4
ynat-v1_dev_01312,2
ynat-v1_dev_01313,1
ynat-v1_dev_01314,2
ynat-v1_dev_01315,2
ynat-v1_dev_01316,2
ynat-v1_dev_01317,3
ynat-v1_dev_01318,5
ynat-v1_dev_01319,5
ynat-v1_dev_01320,2
ynat-v1_dev_01321,5
ynat-v1_dev_01322,3
ynat-v1_dev_01323,2
ynat-v1_dev_01324,1
ynat-v1_dev_01325,5
ynat-v1_dev_01326,2
ynat-v1_dev_01327,2
ynat-v1_dev_01328,2
ynat-v1_dev_01329,6
ynat-v1_dev_01330,3
ynat-v1_dev_01331,1
ynat-v1_dev_01332,5
ynat-v1_dev_01333,2
ynat-v1_dev_01334,6
ynat-v1_dev_01335,0
ynat-v1_dev_01336,2
ynat-v1_dev_01337,6
ynat-v1_dev_01338,2
ynat-v1_dev_01339,2
ynat-v1_dev_01340,1
ynat-v1_dev_01341,5
ynat-v1_dev_01342,2
ynat-v1_dev_01343,2
ynat-v1_dev_01344,2
ynat-v1_dev_01345,1
ynat-v1_dev_01346,2
ynat-v1_dev_01347,0
ynat-v1_dev_01348,4
ynat-v1_dev_01349,2
ynat-v1_dev_01350,5
ynat-v1_dev_01351,3
ynat-v1_dev_01352,3
ynat-v1_dev_01353,2
ynat-v1_dev_01354,1
ynat-v1_dev_01355,0
ynat-v1_dev_01356,1
ynat-v1_dev_01357,2
ynat-v1_dev_01358,2
ynat-v1_dev_01359,3
ynat-v1_dev_01360,6
ynat-v1_dev_01361,2
ynat-v1_dev_01362,2
ynat-v1_dev_01363,2
ynat-v1_dev_01364,1
ynat-v1_dev_01365,2
ynat-v1_dev_01366,5
ynat-v1_dev_01367,1
ynat-v1_dev_01368,0
ynat-v1_dev_01369,3
ynat-v1_dev_01370,3
ynat-v1_dev_01371,2
ynat-v1_dev_01372,3
ynat-v1_dev_01373,6
ynat-v1_dev_01374,5
ynat-v1_dev_01375,4
ynat-v1_dev_01376,2
ynat-v1_dev_01377,2
ynat-v1_dev_01378,6
ynat-v1_dev_01379,6
ynat-v1_dev_01380,2
ynat-v1_dev_01381,4
ynat-v1_dev_01382,5
ynat-v1_dev_01383,1
ynat-v1_dev_01384,2
ynat-v1_dev_01385,1
ynat-v1_dev_01386,2
ynat-v1_dev_01387,4
ynat-v1_dev_01388,4
ynat-v1_dev_01389,1
ynat-v1_dev_01390,3
ynat-v1_dev_01391,2
ynat-v1_dev_01392,3
ynat-v1_dev_01393,3
ynat-v1_dev_01394,5
ynat-v1_dev_01395,2
ynat-v1_dev_01396,3
ynat-v1_dev_01397,3
ynat-v1_dev_01398,2
ynat-v1_dev_01399,2
ynat-v1_dev_01400,2
ynat-v1_dev_01401,2
ynat-v1_dev_01402,4
ynat-v1_dev_01403,5
ynat-v1_dev_01404,2
ynat-v1_dev_01405,1
ynat-v1_dev_01406,2
ynat-v1_dev_01407,3
ynat-v1_dev_01408,2
ynat-v1_dev_01409,3
ynat-v1_dev_01410,2
ynat-v1_dev_01411,4
ynat-v1_dev_01412,3
ynat-v1_dev_01413,3
ynat-v1_dev_01414,4
ynat-v1_dev_01415,1
ynat-v1_dev_01416,5
ynat-v1_dev_01417,2
ynat-v1_dev_01418,1
ynat-v1_dev_01419,1
ynat-v1_dev_01420,6
ynat-v1_dev_01421,3
ynat-v1_dev_01422,1
ynat-v1_dev_01423,2
ynat-v1_dev_01424,2
ynat-v1_dev_01425,2
ynat-v1_dev_01426,2
ynat-v1_dev_01427,5
ynat-v1_dev_01428,1
ynat-v1_dev_01429,0
ynat-v1_dev_01430,0
ynat-v1_dev_01431,3
ynat-v1_dev_01432,1
ynat-v1_dev_01433,0
ynat-v1_dev_01434,2
ynat-v1_dev_01435,0
ynat-v1_dev_01436,2
ynat-v1_dev_01437,5
ynat-v1_dev_01438,2
ynat-v1_dev_01439,1
ynat-v1_dev_01440,3
ynat-v1_dev_01441,3
ynat-v1_dev_01442,1
ynat-v1_dev_01443,3
ynat-v1_dev_01444,3
ynat-v1_dev_01445,3
ynat-v1_dev_01446,0
ynat-v1_dev_01447,5
ynat-v1_dev_01448,2
ynat-v1_dev_01449,3
ynat-v1_dev_01450,2
ynat-v1_dev_01451,6
ynat-v1_dev_01452,2
ynat-v1_dev_01453,5
ynat-v1_dev_01454,6
ynat-v1_dev_01455,1
ynat-v1_dev_01456,6
ynat-v1_dev_01457,2
ynat-v1_dev_01458,2
ynat-v1_dev_01459,5
ynat-v1_dev_01460,6
ynat-v1_dev_01461,3
ynat-v1_dev_01462,2
ynat-v1_dev_01463,2
ynat-v1_dev_01464,1
ynat-v1_dev_01465,5
ynat-v1_dev_01466,2
ynat-v1_dev_01467,1
ynat-v1_dev_01468,2
ynat-v1_dev_01469,2
ynat-v1_dev_01470,5
ynat-v1_dev_01471,2
ynat-v1_dev_01472,2
ynat-v1_dev_01473,1
ynat-v1_dev_01474,2
ynat-v1_dev_01475,6
ynat-v1_dev_01476,2
ynat-v1_dev_01477,4
ynat-v1_dev_01478,2
ynat-v1_dev_01479,1
ynat-v1_dev_01480,1
ynat-v1_dev_01481,2
ynat-v1_dev_01482,1
ynat-v1_dev_01483,1
ynat-v1_dev_01484,2
ynat-v1_dev_01485,2
ynat-v1_dev_01486,2
ynat-v1_dev_01487,1
ynat-v1_dev_01488,2
ynat-v1_dev_01489,2
ynat-v1_dev_01490,2
ynat-v1_dev_01491,4
ynat-v1_dev_01492,2
ynat-v1_dev_01493,2
ynat-v1_dev_01494,1
ynat-v1_dev_01495,1
ynat-v1_dev_01496,2
ynat-v1_dev_01497,1
ynat-v1_dev_01498,3
ynat-v1_dev_01499,1
ynat-v1_dev_01500,2
ynat-v1_dev_01501,1
ynat-v1_dev_01502,0
ynat-v1_dev_01503,6
ynat-v1_dev_01504,5
ynat-v1_dev_01505,6
ynat-v1_dev_01506,1
ynat-v1_dev_01507,2
ynat-v1_dev_01508,1
ynat-v1_dev_01509,5
ynat-v1_dev_01510,2
ynat-v1_dev_01511,4
ynat-v1_dev_01512,2
ynat-v1_dev_01513,6
ynat-v1_dev_01514,0
ynat-v1_dev_01515,2
ynat-v1_dev_01516,0
ynat-v1_dev_01517,1
ynat-v1_dev_01518,2
ynat-v1_dev_01519,1
ynat-v1_dev_01520,1
ynat-v1_dev_01521,0
ynat-v1_dev_01522,2
ynat-v1_dev_01523,0
ynat-v1_dev_01524,2
ynat-v1_dev_01525,1
ynat-v1_dev_01526,1
ynat-v1_dev_01527,5
ynat-v1_dev_01528,1
ynat-v1_dev_01529,6
ynat-v1_dev_01530,3
ynat-v1_dev_01531,6
ynat-v1_dev_01532,1
ynat-v1_dev_01533,6
ynat-v1_dev_01534,1
ynat-v1_dev_01535,6
ynat-v1_dev_01536,1
ynat-v1_dev_01537,6
ynat-v1_dev_01538,2
ynat-v1_dev_01539,6
ynat-v1_dev_01540,2
ynat-v1_dev_01541,3
ynat-v1_dev_01542,2
ynat-v1_dev_01543,2
ynat-v1_dev_01544,2
ynat-v1_dev_01545,1
ynat-v1_dev_01546,2
ynat-v1_dev_01547,2
ynat-v1_dev_01548,2
ynat-v1_dev_01549,3
ynat-v1_dev_01550,2
ynat-v1_dev_01551,2
ynat-v1_dev_01552,1
ynat-v1_dev_01553,1
ynat-v1_dev_01554,1
ynat-v1_dev_01555,2
ynat-v1_dev_01556,1
ynat-v1_dev_01557,1
ynat-v1_dev_01558,1
ynat-v1_dev_01559,1
ynat-v1_dev_01560,1
ynat-v1_dev_01561,1
ynat-v1_dev_01562,3
ynat-v1_dev_01563,1
ynat-v1_dev_01564,0
ynat-v1_dev_01565,6
ynat-v1_dev_01566,2
ynat-v1_dev_01567,2
ynat-v1_dev_01568,4
ynat-v1_dev_01569,2
ynat-v1_dev_01570,3
ynat-v1_dev_01571,2
ynat-v1_dev_01572,2
ynat-v1_dev_01573,2
ynat-v1_dev_01574,2
ynat-v1_dev_01575,4
ynat-v1_dev_01576,4
ynat-v1_dev_01577,2
ynat-v1_dev_01578,1
ynat-v1_dev_01579,2
ynat-v1_dev_01580,2
ynat-v1_dev_01581,0
ynat-v1_dev_01582,4
ynat-v1_dev_01583,2
ynat-v1_dev_01584,1
ynat-v1_dev_01585,2
ynat-v1_dev_01586,1
ynat-v1_dev_01587,3
ynat-v1_dev_01588,5
ynat-v1_dev_01589,3
ynat-v1_dev_01590,5
ynat-v1_dev_01591,6
ynat-v1_dev_01592,0
ynat-v1_dev_01593,3
ynat-v1_dev_01594,4
ynat-v1_dev_01595,6
ynat-v1_dev_01596,2
ynat-v1_dev_01597,4
ynat-v1_dev_01598,2
ynat-v1_dev_01599,1
ynat-v1_dev_01600,4
ynat-v1_dev_01601,3
ynat-v1_dev_01602,2
ynat-v1_dev_01603,2
ynat-v1_dev_01604,2
ynat-v1_dev_01605,4
ynat-v1_dev_01606,3
ynat-v1_dev_01607,3
ynat-v1_dev_01608,2
ynat-v1_dev_01609,4
ynat-v1_dev_01610,3
ynat-v1_dev_01611,2
ynat-v1_dev_01612,1
ynat-v1_dev_01613,2
ynat-v1_dev_01614,5
ynat-v1_dev_01615,1
ynat-v1_dev_01616,2
ynat-v1_dev_01617,2
ynat-v1_dev_01618,1
ynat-v1_dev_01619,2
ynat-v1_dev_01620,2
ynat-v1_dev_01621,2
ynat-v1_dev_01622,2
ynat-v1_dev_01623,1
ynat-v1_dev_01624,2
ynat-v1_dev_01625,3
ynat-v1_dev_01626,0
ynat-v1_dev_01627,2
ynat-v1_dev_01628,6
ynat-v1_dev_01629,2
ynat-v1_dev_01630,6
ynat-v1_dev_01631,6
ynat-v1_dev_01632,2
ynat-v1_dev_01633,3
ynat-v1_dev_01634,4
ynat-v1_dev_01635,1
ynat-v1_dev_01636,0
ynat-v1_dev_01637,1
ynat-v1_dev_01638,2
ynat-v1_dev_01639,1
ynat-v1_dev_01640,0
ynat-v1_dev_01641,2
ynat-v1_dev_01642,2
ynat-v1_dev_01643,2
ynat-v1_dev_01644,6
ynat-v1_dev_01645,2
ynat-v1_dev_01646,3
ynat-v1_dev_01647,2
ynat-v1_dev_01648,2
ynat-v1_dev_01649,1
ynat-v1_dev_01650,1
ynat-v1_dev_01651,2
ynat-v1_dev_01652,5
ynat-v1_dev_01653,2
ynat-v1_dev_01654,3
ynat-v1_dev_01655,2
ynat-v1_dev_01656,1
ynat-v1_dev_01657,6
ynat-v1_dev_01658,0
ynat-v1_dev_01659,2
ynat-v1_dev_01660,1
ynat-v1_dev_01661,1
ynat-v1_dev_01662,2
ynat-v1_dev_01663,6
ynat-v1_dev_01664,2
ynat-v1_dev_01665,0
ynat-v1_dev_01666,2
ynat-v1_dev_01667,2
ynat-v1_dev_01668,2
ynat-v1_dev_01669,2
ynat-v1_dev_01670,0
ynat-v1_dev_01671,1
ynat-v1_dev_01672,1
ynat-v1_dev_01673,1
ynat-v1_dev_01674,2
ynat-v1_dev_01675,0
ynat-v1_dev_01676,4
ynat-v1_dev_01677,2
ynat-v1_dev_01678,2
ynat-v1_dev_01679,2
ynat-v1_dev_01680,2
ynat-v1_dev_01681,1
ynat-v1_dev_01682,1
ynat-v1_dev_01683,4
ynat-v1_dev_01684,1
ynat-v1_dev_01685,5
ynat-v1_dev_01686,1
ynat-v1_dev_01687,2
ynat-v1_dev_01688,2
ynat-v1_dev_01689,2
ynat-v1_dev_01690,5
ynat-v1_dev_01691,2
ynat-v1_dev_01692,5
ynat-v1_dev_01693,1
ynat-v1_dev_01694,2
ynat-v1_dev_01695,4
ynat-v1_dev_01696,3
ynat-v1_dev_01697,2
ynat-v1_dev_01698,3
ynat-v1_dev_01699,4
ynat-v1_dev_01700,2
ynat-v1_dev_01701,2
ynat-v1_dev_01702,0
ynat-v1_dev_01703,2
ynat-v1_dev_01704,4
ynat-v1_dev_01705,3
ynat-v1_dev_01706,3
ynat-v1_dev_01707,0
ynat-v1_dev_01708,4
ynat-v1_dev_01709,6
ynat-v1_dev_01710,4
ynat-v1_dev_01711,1
ynat-v1_dev_01712,2
ynat-v1_dev_01713,2
ynat-v1_dev_01714,2
ynat-v1_dev_01715,3
ynat-v1_dev_01716,5
ynat-v1_dev_01717,2
ynat-v1_dev_01718,2
ynat-v1_dev_01719,2
ynat-v1_dev_01720,4
ynat-v1_dev_01721,1
ynat-v1_dev_01722,2
ynat-v1_dev_01723,1
ynat-v1_dev_01724,0
ynat-v1_dev_01725,2
ynat-v1_dev_01726,2
ynat-v1_dev_01727,3
ynat-v1_dev_01728,4
ynat-v1_dev_01729,3
ynat-v1_dev_01730,1
ynat-v1_dev_01731,5
ynat-v1_dev_01732,2
ynat-v1_dev_01733,2
ynat-v1_dev_01734,2
ynat-v1_dev_01735,1
ynat-v1_dev_01736,1
ynat-v1_dev_01737,0
ynat-v1_dev_01738,1
ynat-v1_dev_01739,4
ynat-v1_dev_01740,2
ynat-v1_dev_01741,2
ynat-v1_dev_01742,1
ynat-v1_dev_01743,3
ynat-v1_dev_01744,2
ynat-v1_dev_01745,1
ynat-v1_dev_01746,2
ynat-v1_dev_01747,4
ynat-v1_dev_01748,2
ynat-v1_dev_01749,2
ynat-v1_dev_01750,4
ynat-v1_dev_01751,2
ynat-v1_dev_01752,1
ynat-v1_dev_01753,4
ynat-v1_dev_01754,3
ynat-v1_dev_01755,4
ynat-v1_dev_01756,1
ynat-v1_dev_01757,2
ynat-v1_dev_01758,2
ynat-v1_dev_01759,2
ynat-v1_dev_01760,2
ynat-v1_dev_01761,4
ynat-v1_dev_01762,2
ynat-v1_dev_01763,2
ynat-v1_dev_01764,1
ynat-v1_dev_01765,5
ynat-v1_dev_01766,4
ynat-v1_dev_01767,2
ynat-v1_dev_01768,2
ynat-v1_dev_01769,5
ynat-v1_dev_01770,1
ynat-v1_dev_01771,1
ynat-v1_dev_01772,5
ynat-v1_dev_01773,2
ynat-v1_dev_01774,1
ynat-v1_dev_01775,2
ynat-v1_dev_01776,4
ynat-v1_dev_01777,3
ynat-v1_dev_01778,3
ynat-v1_dev_01779,1
ynat-v1_dev_01780,3
ynat-v1_dev_01781,2
ynat-v1_dev_01782,3
ynat-v1_dev_01783,2
ynat-v1_dev_01784,3
ynat-v1_dev_01785,1
ynat-v1_dev_01786,1
ynat-v1_dev_01787,5
ynat-v1_dev_01788,2
ynat-v1_dev_01789,2
ynat-v1_dev_01790,3
ynat-v1_dev_01791,3
ynat-v1_dev_01792,4
ynat-v1_dev_01793,1
ynat-v1_dev_01794,0
ynat-v1_dev_01795,2
ynat-v1_dev_01796,3
ynat-v1_dev_01797,2
ynat-v1_dev_01798,2
ynat-v1_dev_01799,3
ynat-v1_dev_01800,3
ynat-v1_dev_01801,5
ynat-v1_dev_01802,2
ynat-v1_dev_01803,2
ynat-v1_dev_01804,6
ynat-v1_dev_01805,2
ynat-v1_dev_01806,2
ynat-v1_dev_01807,2
ynat-v1_dev_01808,5
ynat-v1_dev_01809,6
ynat-v1_dev_01810,5
ynat-v1_dev_01811,2
ynat-v1_dev_01812,1
ynat-v1_dev_01813,3
ynat-v1_dev_01814,4
ynat-v1_dev_01815,2
ynat-v1_dev_01816,0
ynat-v1_dev_01817,2
ynat-v1_dev_01818,6
ynat-v1_dev_01819,6
ynat-v1_dev_01820,6
ynat-v1_dev_01821,5
ynat-v1_dev_01822,0
ynat-v1_dev_01823,0
ynat-v1_dev_01824,2
ynat-v1_dev_01825,3
ynat-v1_dev_01826,6
ynat-v1_dev_01827,2
ynat-v1_dev_01828,6
ynat-v1_dev_01829,0
ynat-v1_dev_01830,6
ynat-v1_dev_01831,6
ynat-v1_dev_01832,3
ynat-v1_dev_01833,3
ynat-v1_dev_01834,2
ynat-v1_dev_01835,0
ynat-v1_dev_01836,5
ynat-v1_dev_01837,2
ynat-v1_dev_01838,4
ynat-v1_dev_01839,6
ynat-v1_dev_01840,5
ynat-v1_dev_01841,4
ynat-v1_dev_01842,4
ynat-v1_dev_01843,2
ynat-v1_dev_01844,5
ynat-v1_dev_01845,6
ynat-v1_dev_01846,1
ynat-v1_dev_01847,1
ynat-v1_dev_01848,3
ynat-v1_dev_01849,1
ynat-v1_dev_01850,1
ynat-v1_dev_01851,2
ynat-v1_dev_01852,3
ynat-v1_dev_01853,6
ynat-v1_dev_01854,2
ynat-v1_dev_01855,2
ynat-v1_dev_01856,2
ynat-v1_dev_01857,2
ynat-v1_dev_01858,0
ynat-v1_dev_01859,1
ynat-v1_dev_01860,1
ynat-v1_dev_01861,0
ynat-v1_dev_01862,3
ynat-v1_dev_01863,6
